"""ClassificationCode""","""ClassificationCode"" Descriptions"
K041,"MODIFICATION OF EQUIPMENT- REFRIGERATION, AIR CONDITIONING, AND AIR CIRCULATING EQUIPMENT"
K041,MOD OF REFRIGERATION - AC EQ
K042,MODIFICATION OF EQUIPMENT- FIRE FIGHTING/RESCUE/SAFETY EQUIPMENT; ENVIRON PROTECT EQUIPMENT/MATLS
K042,MOD OF FIRE-RESCUE-SAFETY EQ
K043,MOD OF PUMPS & COMPRESSORS
K043,MODIFICATION OF EQUIPMENT- PUMPS AND COMPRESSORS
K044,"MODIFICATION OF EQUIPMENT- FURNACE, STEAM PLANT, AND DRYING EQUIPMENT; NUCLEAR REACTORS"
K044,MOD OF FURNACE-NUCLEAR REAC
K045,"MODIFICATION OF EQUIPMENT- PLUMBING, HEATING, AND WASTE DISPOSAL EQUIPMENT"
K045,MOD OF PLUMBING-HEATING EQ
K046,MOD OF WATER PURIFICATION EQ
K046,MODIFICATION OF EQUIPMENT- WATER PURIFICATION AND SEWAGE TREATMENT EQUIPMENT
K047,"MODIFICATION OF EQUIPMENT- PIPE, TUBING, HOSE, AND FITTINGS"
K047,MOD OF PIPE-TUBING-HOSE
K048,MODIFICATION OF EQUIPMENT- VALVES
K048,MODIFICATION OF EQUIPMENT: VALVES
K049,MOD OF MAINT REPAIR SHOP EQ
K049,MODIFICATION OF EQUIPMENT- MAINTENANCE AND REPAIR SHOP EQUIPMENT
K051,MODIFICATION OF EQUIPMENT- HAND TOOLS
K051,MOD OF HAND TOOLS
K052,MODIFICATION OF EQUIPMENT- MEASURING TOOLS
K052,MOD OF MEASURING TOOLS
K053,MODIFICATION OF EQUIPMENT- HARDWARE AND ABRASIVES
K053,MOD OF HARDWARE & ABRASIVES
K054,MOD OF PREFAB STRUCTURES
K054,MODIFICATION OF EQUIPMENT- PREFABRICATED STRUCTURES AND SCAFFOLDING
K055,MOD OF LUMBER & MILLWORK
K055,"MODIFICATION OF EQUIPMENT- LUMBER, MILLWORK, PLYWOOD, AND VENEER"
K056,MODIFICATION OF EQUIPMENT- CONSTRUCTION AND BUILDING MATERIALS
K056,MOD OF CONTRUCT MATERIAL
K058,"MODIFICATION OF EQUIPMENT- COMMUNICATION, DETECTION, AND COHERENT RADIATION EQUIPMENT"
K058,MOD OF COMMUNICATION EQ
K059,MOD OF ELECT-ELCT EQ
K059,MODIFICATION OF EQUIPMENT- ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS
K060,"MODIFICATION OF EQUIPMENT- FIBER OPTICS MATERIALS, COMPONENTS, ASSEMBLIES, AND ACCESSORIES"
K060,MOD OF FIBER OPTICS MATERIAL
K061,MODIFICATION OF EQUIPMENT- ELECTRIC WIRE AND POWER DISTRIBUTION EQUIPMENT
K061,MOD OF POWER DISTRIBUTION EQ
K062,MODIFICATION OF EQUIPMENT- LIGHTING FIXTURES AND LAMPS
K062,MOD OF LIGHTING FIXTURES
K063,MOD OF ALARM & SIGNAL SYSTEM
K063,"MODIFICATION OF EQUIPMENT- ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS"
K065,MOD OF MEDICAL-DENTAL-VET EQ
K065,"MODIFICATION OF EQUIPMENT- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES"
K066,MODIFICATION OF EQUIPMENT- INSTRUMENTS AND LABORATORY EQUIPMENT
K066,MOD OF INSTRUMENTS & LAB EQ
K067,MODIFICATION OF EQUIPMENT- PHOTOGRAPHIC EQUIPMENT
K067,MOD OF PHOTOGRAPHIC EQ
K068,MODIFICATION OF EQUIPMENT- CHEMICALS AND CHEMICAL PRODUCTS
K068,MOD OF CHEMICAL PRODUCTS
K069,MODIFICATION OF EQUIPMENT- TRAINING AIDS AND DEVICES
K069,MOD OF TRAINING AIDS-DEVICES
K070,MODIFICATION OF EQUIPMENT- ADP EQUIPMENT/SOFTWARE/SUPPLIES/SUPPORT EQUIPMENT
K070,MOD OF ADP EQ & SUPPLIES
K071,MOD OF FURNITURE
K071,MODIFICATION OF EQUIPMENT- FURNITURE
K072,MODIFICATION OF EQUIPMENT- HOUSEHOLD AND COMMERCIAL FURNISHINGS AND APPLIANCES
K072,MOD OF HOUSEHOLD FURNISHINGS
K073,MODIFICATION OF EQUIPMENT- FOOD PREPARATION AND SERVING EQUIPMENT
K073,MOD OF FOOD PREP-SERVING EQ
K074,"MODIFICATION OF EQUIPMENT- OFFICE MACHINES, TEXT PROCESSING SYSTEMS, AND VISIBLE RECORD EQUIPMENT"
K074,MOD OF OFFICE MACHINES
K075,MODIFICATION OF EQUIPMENT- OFFICE SUPPLIES AND DEVICES
K075,MOD OF OFFICE SUPPLIES
K076,MOD OF BOOKS-MAPS-PUBS
K076,"MODIFICATION OF EQUIPMENT- BOOKS, MAPS, AND OTHER PUBLICATIONS"
K077,MOD OF MUSICAL INST-RADIO-TV
K077,MODIFICATION OF EQUIPMENT- MUSICAL INST/PHONOGRAPH/HOME RADIO
K078,MODIFICATION OF EQUIPMENT- RECREATIONAL AND ATHLETIC EQUIPMENT
K078,MOD OF RECREATIONAL EQ
K079,MODIFICATION OF EQUIPMENT- CLEANING EQUIPMENT AND SUPPLIES
K079,MOD OF CLEANING EQ
K080,"MODIFICATION OF EQUIPMENT- BRUSHES, PAINTS, SEALERS, AND ADHESIVES"
K080,MOD OF BRUSHES-PAINTS-SEALER
K081,"MODIFICATION OF EQUIPMENT- CONTAINERS, PACKAGING, AND PACKING SUPPLIES"
K081,MOD OF CONTAINERS-PACKAGING
K083,MOD OF TEXTILES-LEATHER-FURS
K083,"MODIFICATION OF EQUIPMENT- TEXTILES, LEATHER, FURS, APPAREL AND SHOE FINDINGS, TENTS AND FLAGS"
K084,"MODIFICATION OF EQUIPMENT- CLOTHING, INDIVIDUAL EQUIPMENT, AND INSIGNIA"
K084,MOD OF CLOTHING - INDIVID EQ
K085,MOD OF TOILETRIES
K085,MODIFICATION OF EQUIPMENT- TOILETRIES
K087,MOD OF AGRICULTURAL SUPPLIES
K087,MODIFICATION OF EQUIPMENT- AGRICULTURAL SUPPLIES
K088,MOD OF LIVE ANIMALS
K088,MODIFICATION OF EQUIPMENT- LIVE ANIMALS
K089,MODIFICATION OF EQUIPMENT- SUBSISTENCE
K089,MOD OF SUBSISTENCE
K091,"MODIFICATION OF EQUIPMENT- FUELS, LUBRICANTS, OILS, AND WAXES"
K091,MOD OF FUELS-LUBRICANTS-OILS
K093,MODIFICATION OF EQUIPMENT- NONMETALLIC FABRICATED MATERIALS
K093,MOD OF NONMETALIC FAB MAT
K094,MODIFICATION OF EQUIPMENT- NONMETALLIC CRUDE MATERIALS
K094,MOD OF NONMETALIC CRUDE MAT
K095,"MODIFICATION OF EQUIPMENT- METAL BARS, SHEETS, AND SHAPES"
K095,MOD OF METAL BARS & SHEETS
K096,MOD OF ORES & MINERALS
K096,"MODIFICATION OF EQUIPMENT- ORES, MINERALS, AND THEIR PRIMARY PRODUCTS"
K099,MOD OF MISC EQ
K099,MODIFICATION OF EQUIPMENT- MISCELLANEOUS
L,TECHNICAL REPRESENTATIVE SVCS.
L0,TECHNICAL REPRESENTATIVE SERVICES
L010,TECH REP SVCS/WEAPONS
L010,TECHNICAL REPRESENTATIVE- WEAPONS
L011,TECHNICAL REPRESENTATIVE- NUCLEAR ORDNANCE
L011,TECH REP SVCS/NUCLEAR ORDNANCE
L012,TECHNICAL REPRESENTATIVE- FIRE CONTROL EQUIPMENT
L012,TECH REP SVCS/FIRE CONT EQ
L013,TECHNICAL REPRESENTATIVE- AMMUNITION AND EXPLOSIVES
L013,TECH REP SVCS/AMMO & EXPLOSIVES
L014,TECHNICAL REPRESENTATIVE- GUIDED MISSILES
L014,TECH REP SVCS/GUIDED MISSILES
L015,TECHNICAL REPRESENTATIVE- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS
L015,TECH REP SVCS/AIRCRAFT
L016,TECH REP SVCS/AIRCRAFT COMPONENTS
L016,TECHNICAL REPRESENTATIVE- AIRCRAFT COMPONENTS AND ACCESSORIES
L017,"TECHNICAL REPRESENTATIVE- AIRCRAFT LAUNCHING, LANDING, AND GROUND HANDLING EQUIPMENT"
L017,TECH REP SVCS/AIRCRAFT GROUND EQ
L018,TECHNICAL REPRESENTATIVE- SPACE VEHICLES
L018,TECH REP SVCS/SPACE VEHICLES
L019,TECH REP SVCS/SHIPS-SML CRAFT-DOCKS
L019,"TECHNICAL REPRESENTATIVE- SHIPS, SMALL CRAFT, PONTOONS, AND FLOATING DOCKS"
L020,TECHNICAL REPRESENTATIVE- SHIP AND MARINE EQUIPMENT
L020,TECH REP SVCS/SHIP & MARINE EQ
L022,TECHNICAL REPRESENTATIVE- RAILWAY EQUIPMENT
L022,TECH REP SVCS/RAILWAY EQ
L023,TECH REP SVCS/VEHICLES-TRAILERS-CYC
L023,"TECHNICAL REPRESENTATIVE- GROUND EFFECT VEHICLES, MOTOR VEHICLES, TRAILERS, AND CYCLES"
L024,TECHNICAL REPRESENTATIVE- TRACTORS
L024,TECH REP SVCS/TRACTORS
L025,TECH REP SVCS/VEHICULAR EQ
L025,TECHNICAL REPRESENTATIVE- VEHICULAR EQUIPMENT COMPONENTS
L026,TECHNICAL REPRESENTATIVE- TIRES AND TUBES
L026,TECH REP SVCS/TIRES & TUBES
L028,"TECHNICAL REPRESENTATIVE- ENGINES, TURBINES, AND COMPONENTS"
L028,TECH REP SVCS/ENGINES & TURBINES
L029,TECH REP SVCS/ENGINE ACCESSORIES
L029,TECHNICAL REPRESENTATIVE- ENGINE ACCESSORIES
L030,TECHNICAL REPRESENTATIVE- MECHANICAL POWER TRANSMISSION EQUIPMENT
L030,TECH REP SVCS/MECH POWER TRANS EQ
L031,TECH REP SVCS/BEARINGS
L031,TECHNICAL REPRESENTATIVE- BEARINGS
L032,TECHNICAL REPRESENTATIVE- WOODWORKING MACHINERY AND EQUIPMENT
L032,TECH REP SVCS/WOODWORKING MACHINE
L034,TECHNICAL REPRESENTATIVE- METALWORKING MACHINERY
L034,TECH REP SVCS/METALWORK MACHINE
L035,TECHNICAL REPRESENTATIVE- SERVICE AND TRADE EQUIPMENT
L035,TECH REP SVCS/SERVICE & TRADE EQ
L036,TECH REP SVCS/SP INDUSTRY MACHINERY
L036,TECHNICAL REPRESENTATIVE- SPECIAL INDUSTRY MACHINERY
L037,TECHNICAL REPRESENTATIVE- AGRICULTURAL MACHINERY AND EQUIPMENT
L037,TECH REP SVCS/AGRICULTURE MACHINE
L038,TECHNICAL REPRESENTATIVE- CONSTRUCTION/MINING/EXCAVATING/HIGHWAY MAINT EQUIP
L038,TECH REP SVCS/CONTRUCT EQ
L039,TECH REP SVCS/MATERIALS HANDLING EQ
L039,TECHNICAL REPRESENTATIVE- MATERIALS HANDLING EQUIPMENT
L040,"TECHNICAL REPRESENTATIVE- ROPE, CABLE, CHAIN, AND FITTINGS"
L040,TECH REP SVCS/ROPE-CABLE-CHAIN
L041,"TECHNICAL REPRESENTATIVE- REFRIGERATION, AIR CONDITIONING, AND AIR CIRCULATING EQUIPMENT"
L041,TECH REP SVCS/REFRIGERATION - AC EQ
L042,TECHNICAL REP- FIRE FIGHTING/RESCUE/SAFETY EQUIPMENT; ENVIRON PROTECT EQUIPMENT/MATLS
L042,TECH REP SVCS/FIRE-RESCUE-SAFETY EQ
L043,TECHNICAL REPRESENTATIVE- PUMPS AND COMPRESSORS
L043,TECH REP SVCS/PUMPS & COMPRESSORS
L044,"TECHNICAL REPRESENTATIVE- FURNACE, STEAM PLANT, AND DRYING EQUIPMENT; NUCLEAR REACTORS"
L044,TECH REP SVCS/FURNACE-NUCLEAR REAC
L045,"TECHNICAL REPRESENTATIVE- PLUMBING, HEATING, AND WASTE DISPOSAL EQUIPMENT"
L045,TECH REP SVCS/PLUMBING-HEATING EQ
L046,TECHNICAL REPRESENTATIVE- WATER PURIFICATION AND SEWAGE TREATMENT EQUIPMENT
L046,TECH REP SVCS/WATER PURIFICATION EQ
L047,"TECHNICAL REPRESENTATIVE- PIPE, TUBING, HOSE, AND FITTINGS"
L047,TECH REP SVCS/PIPE-TUBING-HOSE
L048,TECHNICAL REPRESENTATIVE- VALVES
L048,TECH REP SVCS/VALVES
L049,TECH REP SVCS/MAINT REPAIR SHOP EQ
L049,TECHNICAL REPRESENTATIVE- MAINTENANCE AND REPAIR SHOP EQUIPMENT
L051,TECH REP SVCS/HAND TOOLS
L051,TECHNICAL REPRESENTATIVE- HAND TOOLS
L052,TECHNICAL REPRESENTATIVE- MEASURING TOOLS
L052,TECH REP SVCS/MEASURING TOOLS
L053,TECHNICAL REPRESENTATIVE- HARDWARE AND ABRASIVES
L053,TECH REP SVCS/HARDWARE & ABRASIVES
L054,TECHNICAL REPRESENTATIVE- PREFABRICATED STRUCTURES AND SCAFFOLDING
L054,TECH REP SVCS/PREFAB STRUCTURES
L055,TECH REP SVCS/LUMBER & MILLWORK
L055,"TECHNICAL REPRESENTATIVE- LUMBER, MILLWORK, PLYWOOD, AND VENEER"
L056,TECH REP SVCS/CONTRUCT MATERIAL
L056,TECHNICAL REPRESENTATIVE- CONSTRUCTION AND BUILDING MATERIALS
L058,"TECHNICAL REPRESENTATIVE- COMMUNICATION, DETECTION, AND COHERENT RADIATION EQUIPMENT"
L058,TECH REP SVCS/COMMUNICATION EQ
L059,TECH REP SVCS/ELECT-ELCT EQ
L059,TECHNICAL REPRESENTATIVE- ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS
L060,TECH REP SVCS/FIBER OPTICS MAT
L060,"TECHNICAL REPRESENTATIVE- FIBER OPTICS MATERIALS, COMPONENTS, ASSEMBLIES, AND ACCESSORIES"
L061,TECHNICAL REPRESENTATIVE- ELECTRIC WIRE AND POWER DISTRIBUTION EQUIPMENT
L061,TECH REP SVCS/POWER DISTRIBUTION EQ
L062,TECHNICAL REPRESENTATIVE- LIGHTING FIXTURES AND LAMPS
L062,TECH REP SVCS/LIGHTING FIXTURES
L063,TECH REP SVCS/ALARM & SIGNAL SYSTEM
L063,"TECHNICAL REPRESENTATIVE- ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS"
L065,"TECHNICAL REPRESENTATIVE- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES"
L065,TECH REP SVCS/MEDICAL-DENTAL-VET EQ
L066,TECHNICAL REPRESENTATIVE- INSTRUMENTS AND LABORATORY EQUIPMENT
L066,TECH REP SVCS/INSTRUMENTS & LAB EQ
L067,TECHNICAL REPRESENTATIVE- PHOTOGRAPHIC EQUIPMENT
L067,TECH REP SVCS/PHOTOGRAPHIC EQ
L068,TECHNICAL REPRESENTATIVE- CHEMICALS AND CHEMICAL PRODUCTS
L068,TECH REP SVCS/CHEMICAL PRODUCTS
L069,TECHNICAL REPRESENTATIVE- TRAINING AIDS AND DEVICES
L069,TECH REP SVCS/TRAINING AIDS-DEVICES
L070,TECH REP SVCS/ADP EQ & SUPPLIES
L070,TECHNICAL REPRESENTATIVE- ADP EQUIPMENT/SOFTWARE/SUPPLIES/SUPPORT EQUIPMENT
L071,TECHNICAL REPRESENTATIVE- FURNITURE
L071,TECH REP SVCS/FURNITURE
L072,TECHNICAL REPRESENTATIVE- HOUSEHOLD AND COMMERCIAL FURNISHINGS AND APPLIANCES
L072,TECH REP SVCS/HOUSEHOLD FURNISHINGS
L073,TECHNICAL REPRESENTATIVE- FOOD PREPARATION AND SERVING EQUIPMENT
L073,TECH REP SVCS/FOOD PREP-SERVING EQ
L074,TECH REP SVCS/OFFICE MACHINES
L074,TECHNICAL REPRESENTATIVE- OFFICE MACHINES/TEXT PROCESSING SYS/VISIBLE RECORD EQUIPMENT
L075,TECH REP SVCS/OFFICE SUPPLIES
L075,TECHNICAL REPRESENTATIVE- OFFICE SUPPLIES AND DEVICES
L076,TECH REP SVCS/BOOKS-MAPS-PUBS
L076,"TECHNICAL REPRESENTATIVE- BOOKS, MAPS, AND OTHER PUBLICATIONS"
L077,TECH REP SVCS/MUSICAL INST-RADIO-TV
L077,TECHNICAL REPRESENTATIVE- MUSICAL INST/PHONOGRAPH/HOME RADIO
L078,TECH REP SVCS/RECREATIONAL EQ
L078,TECHNICAL REPRESENTATIVE- RECREATIONAL AND ATHLETIC EQUIPMENT
L079,TECHNICAL REPRESENTATIVE- CLEANING EQUIPMENT AND SUPPLIES
L079,TECH REP SVCS/CLEANING EQ
L080,"TECHNICAL REPRESENTATIVE- BRUSHES, PAINTS, SEALERS, AND ADHESIVES"
L080,TECH REP SVCS/BRUSHES-PAINTS-SEALER
L081,"TECHNICAL REPRESENTATIVE- CONTAINERS, PACKAGING, AND PACKING SUPPLIES"
L081,TECH REP SVCS/CONTAINERS-PACKAGING
L083,TECH REP SVCS/TEXTILES-LEATHER-FURS
L083,"TECHNICAL REPRESENTATIVE- TEXTILES, LEATHER, FURS, APPAREL/SHOE FINDINGS, TENTS/FLAGS"
L084,TECH REP SVCS/CLOTHING - INDIVID EQ
L084,"TECHNICAL REPRESENTATIVE- CLOTHING, INDIVIDUAL EQUIPMENT, AND INSIGNIA"
L085,TECHNICAL REPRESENTATIVE- TOILETRIES
L085,TECH REP SVCS/TOILETRIES
L087,TECHNICAL REPRESENTATIVE- AGRICULTURAL SUPPLIES
L087,TECH REP SVCS/AGRICULTURAL SUPPLIES
L088,TECHNICAL REPRESENTATIVE- LIVE ANIMALS
L088,TECH REP SVCS/LIVE ANIMALS
L089,TECH REP SVCS/SUBSISTENCE
L089,TECHNICAL REPRESENTATIVE- SUBSISTENCE
L091,TECH REP SVCS/FUELS-LUBRICANTS-OILS
L091,"TECHNICAL REPRESENTATIVE- FUELS, LUBRICANTS, OILS, AND WAXES"
L093,TECH REP SVCS/NONMETALIC FAB MAT
L093,TECHNICAL REPRESENTATIVE- NONMETALLIC FABRICATED MATERIALS
L094,TECHNICAL REPRESENTATIVE- NONMETALLIC CRUDE MATERIALS
L094,TECH REP SVCS/NONMETALIC CRUDE MAT
L095,"TECHNICAL REPRESENTATIVE- METAL BARS, SHEETS, AND SHAPES"
L095,TECH REP SVCS/METAL BARS & SHEETS
L096,"TECHNICAL REPRESENTATIVE- ORES, MINERALS, AND THEIR PRIMARY PRODUCTS"
L096,TECH REP SVCS/ORES & MINERALS
L099,TECHNICAL REPRESENTATIVE- MISCELLANEOUS
L099,TECH REP SVCS /MISC EQ
M,OPERATION OF GOVT OWNED FACILITY
M1,OPERATE GOVT OWNED BUILDINGS
M111,OPERATION OF OFFICE BUILDINGS
M112,OPER OF GOVT CONF SPACE & FAC
M119,OPER OF GOVT OTHER ADMIN-SVC BLDGS
M121,OPER OF GOVT AIR TRAFFIC TOWERS
M122,OPER OF GOVT AIR TRAFFIC TNG FAC
M123,OPER OF GOVT RADAR & NAV FACILITY
M124,OPERATION OF AIRPORT RUNWAYS
M125,OPERATION OF AIRPORT TERMINALS
M126,OPER OF GOVT MISSILE SYSTEMS FAC
M127,OPER OF GOVT ELCT & COMM SYS FAC
M129,OPER OF GOVT OTHER AIRFIELD STRUCT
M131,OPERATION OF SCHOOLS
M139,OPER OF GOVT OTHER EDUCATIONAL BLDG
M141,OPER OF GOVT HOSPITALS & INFIRMARY
M142,OPER OF GOVT LABS & CLINICS
M149,OPER OF GOVT OTHER HOSPITAL BLDGS
M151,OPERATION OF AMMUNITION FACILITIES
M152,OPERATION OF MAINTENANCE BUILDINGS
M153,OPERATION OF PRODUCTION BUILDINGS
M154,OPER OF GOVT SHIP CONST-REP FAC
M155,OPER OF GOVT TANK AUTOMOTIVE FAC
M159,OPER OF GOVT OTHER INDUSTRIAL BLDG
M161,OPER OF GOVT FAMILY HOUSING
M162,OPERATION OF RECREATIONAL BUILDINGS
M163,OPER OF GOVT TROOP HOUSING
M164,OPERATION OF DINING FACILITIES
M165,OPERATION OF RELIGIOUS FACILITIES
M166,OPERATION OF PENAL FACILITIES
M169,OPER OF GOVT OTHER RESIDENTIAL BLDG
M171,OPER OF GOVT AMMO STORAGE BLDGS
M172,OPER OF GOVT FOOD STORAGE BLDGS
M173,OPERATION OF FUEL STORAGE BUILDINGS
M174,OPER OF GOVT OPEN STORAGE FAC
M179,OPER OF GOVT OTHER WAREHOUSE BLDGS
M181,OPER OF GOVT R&D GOCO FACILITIES
M182,OPER OF GOVT R&D GOGO FACILITIES
M183,OPER OF GOVT R&D GOCO ENVIR LABS
M184,OPER OF GOVT R&D GOGO ENVIR LABS
M191,OPER OF GOVT EXHIBITION BUILDINGS
M192,OPER OF GOVT TEST BUILDINGS
M199,OPER OF GOVT MISC BLDGS
M1AA,OPERATION OF OFFICE BUILDINGS
M1AB,OPERATION OF CONFERENCE SPACE AND FACILITIES
M1AZ,OPERATION OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS
M1BA,OPERATION OF AIR TRAFFIC CONTROL TOWERS
M1BB,OPERATION OF AIR TRAFFIC CONTROL TRAINING FACILITIES
M1BC,OPERATION OF RADAR AND NAVIGATIONAL FACILITIES
M1BD,OPERATION OF AIRPORT RUNWAYS AND TAXIWAYS
M1BE,OPERATION OF AIRPORT TERMINALS
M1BF,OPERATION OF MISSILE SYSTEM FACILITIES
M1BG,OPERATION OF ELECTRONIC AND COMMUNICATIONS FACILITIES
M1BZ,OPERATION OF OTHER AIRFIELD STRUCTURES
M1CA,OPERATION OF SCHOOLS
M1CZ,OPERATION OF OTHER EDUCATIONAL BUILDINGS
M1DA,OPERATION OF HOSPITALS AND INFIRMARIES
M1DB,OPERATION OF LABORATORIES AND CLINICS
M1DZ,OPERATION OF OTHER HOSPITAL BUILDINGS
M1EA,OPERATION OF AMMUNITION FACILITIES
M1EB,OPERATION OF MAINTENANCE BUILDINGS
M1EC,OPERATION OF PRODUCTION BUILDINGS
M1ED,OPERATION OF SHIP CONSTRUCTION AND REPAIR FACILITIES
M1EE,OPERATION OF TANK AUTOMOTIVE FACILITIES
M1EZ,OPERATION OF OTHER INDUSTRIAL BUILDINGS
M1FA,OPERATION OF FAMILY HOUSING FACILITIES
M1FB,OPERATION OF RECREATIONAL BUILDINGS
M1FC,OPERATION OF TROOP HOUSING FACILITIES
M1FD,OPERATION OF DINING FACILITIES
M1FE,OPERATION OF RELIGIOUS FACILITIES
M1FF,OPERATION OF PENAL FACILITIES
M1FZ,OPERATION OF OTHER RESIDENTIAL BUILDINGS
M1GA,OPERATION OF AMMUNITION STORAGE BUILDINGS
M1GB,OPERATION OF FOOD OR GRAIN STORAGE BUILDINGS
M1GC,OPERATION OF FUEL STORAGE BUILDINGS
M1GD,OPERATION OF OPEN STORAGE FACILITIES
M1GZ,OPERATION OF OTHER WAREHOUSE BUILDINGS
M1HA,OPERATION OF GOVERNMENT-OWNED CONTRACTOR-OPERATED (GOCO) R&D FACILITIES
M1HB,OPERATION OF GOVERNMENT-OWNED GOVERNMENT-OPERATED (GOGO) R&D FACILITIES
M1HC,OPERATION OF GOVERNMENT-OWNED CONTRACTOR-OPERATED (GOCO) ENVIRONMENTAL LABORATORIES
M1HZ,OPERATION OF GOVERNMENT-OWNED GOVERNMENT-OPERATED (GOGO) ENVIRONMENTAL LABORATORIES
M1JA,OPERATION OF MUSEUMS AND EXHIBITION BUILDINGS
M1JB,OPERATION OF TESTING AND MEASUREMENT BUILDINGS
M1JZ,OPERATION OF MISCELLANEOUS BUILDINGS
M1KA,OPERATION OF DAMS
M1KB,OPERATION OF CANALS
M1KC,OPERATION OF MINE FIRE CONTROL FACILITIES
M1KD,OPERATION OF MINE SUBSIDENCE CONTROL FACILITIES
M1KE,OPERATION OF SURFACE MINE RECLAMATION FACILITIES
M1KF,OPERATION OF DREDGING FACILITIES
M1KZ,OPERATION OF OTHER CONSERVATION AND DEVELOPMENT FACILITIES
M1LA,OPERATION OF AIRPORT SERVICE ROADS
M1LB,"OPERATION OF HIGHWAYS, ROADS, STREETS, BRIDGES, AND RAILWAYS"
M1LC,OPERATION OF TUNNELS AND SUBSURFACE STRUCTURES
M1LZ,OPERATION OF PARKING FACILITIES
M1MA,OPERATION OF EPG FACILITIES - COAL
M1MB,OPERATION OF EPG FACILITIES - GAS
M1MC,OPERATION OF EPG FACILITIES - GEOTHERMAL
M1MD,OPERATION OF EPG FACILITIES - HYDRO
M1ME,OPERATION OF EPG FACILITIES - NUCLEAR
M1MF,OPERATION OF EPG FACILITIES - PETROLEUM
M1MG,OPERATION OF EPG FACILITIES - SOLAR
M1MH,OPERATION OF EPG FACILITIES - WIND
M1MZ,"OPERATION OF EPG FACILITIES - OTHER, INCLUDING TRANSMISSION"
M1NA,OPERATION OF FUEL SUPPLY FACILITIES
M1NB,OPERATION OF HEATING AND COOLING PLANTS
M1NC,OPERATION OF POLLUTION ABATEMENT AND CONTROL FACILITIES
M1ND,OPERATION OF SEWAGE AND WASTE FACILITIES
M1NE,OPERATION OF WATER SUPPLY FACILITIES
M1NZ,OPERATION OF OTHER UTILITIES
M1PA,OPERATION OF RECREATION FACILITIES (NON-BUILDING)
M1PB,OPERATION OF EXHIBIT DESIGN (NON-BUILDING)
M1PC,OPERATION OF UNIMPROVED REAL PROPERTY (LAND)
M1PD,OPERATION OF WASTE TREATMENT AND STORAGE FACILITIES
M1PZ,OPERATION OF OTHER NON-BUILDING FACILITIES
M1QA,OPERATION OF RESTORATION OF REAL PROPERTY (PUBLIC OR PRIVATE)
M2,"OPERATION OF SHIPS, SMALL CRAFTS, PONTOONS AND FLOATING DOCKS"
M2,OPERATE GOV OWNED NONBUILDING FACIL
M2AA,HUSBANDING SERVICES—COMMUNICATIONS SERVICES
M2AB,HUSBANDING SERVICES—FORCE PROTECTION
M2AC,HUSBANDING SERVICES—REMOVAL SERVICES
M2AD,HUSBANDING SERVICES—MATERIAL HANDLING
M2AE,HUSBANDING SERVICES—PURCHASING SERVICES
M2AF,HUSBANDING SERVICES—INCIDENTAL SERVICES
M2BA,HUSBANDING SERVICES—TRANSPORTATION SERVICES
M2BB,HUSBANDING SERVICES—FUEL SERVICES
M2BZ,HUSBANDING SERVICES—OTHER PORT SERVICES
M2CA,SHIP HUSBANDING SERVICES—MANAGEMENT/INTEGRATION SERVICE
M211,OPERATION OF DAMS
M212,OPERATION OF CANALS
M213,OPER OF GOVT MINE FIRE CONT
M214,OPER OF GOVT MINE SUBSIDENCE CONTR
M215,OPER OF GOVT SURFACE MINE RECLAM
M216,OPERATION OF DREDGING
M219,OPER OF GOVT OTHER CONSV STRUCTURE
M221,OPERATION OF AIRPORT SERVICE ROADS
M222,OPER OF GOVT HWYS-RDS-STS-BRDGS-RAI
M223,OPER OF GOVT TUNNELS-SUBSURF STRUC
M224,OPER OF GOVT PARKING FACILITIES
M231,OPERATION OF EPG FACILITIES - COAL
M232,OPERATION OF EPG FACILITIES - GAS
M233,OPER OF GOVT EPG - GEOTHERMAL
M234,OPERATION OF EPG FACILITIES - HYDRO
M235,OPER OF GOVT EPG - NUCLEAR
M236,OPER OF GOVT EPG - PETROLEUM
M237,OPERATION OF EPG FACILITIES - SOLAR
M239,OPER OF GOVT EPG - OTHER
M241,OPERATION OF FUEL SUPPLY FACILITIES
M242,OPER OF GOVT HEATING & COOL PLANTS
M243,OPER OF GOVT POLLUTION ABATEMENT
M244,OPER OF GOVT SEWAGE & WASTE
M245,OPER OF GOVT WATER SUPPLY
M249,OPERATION OF OTHER UTILITIES
M291,OPER OF GOVT RECREA NON-BLDG STRUC
M292,OPER OF GOVT EXHIBIT (NON BLDG)
M293,OPER OF GOVT UNIMPROVED REAL PROP
M294,OPER OF GOVT WASTE TRMT-STORE FAC
M299,OPER OF GOVT ALL OTH NON-BLDG FACS
M3,OPERATE RESTORATION ACTIVITIES
M300,OPER OF GOVT RESTORATION
N,INSTALLATION OF EQUIPMENT
N0,INSTALLATION OF EQUIPMENT
